loss_pol_entpen,EpisodesSoFar,ev_tdlam_before,loss_vf_loss,loss_kl,loss_pol_surr,TimeElapsed,loss_ent,EpRewMean,EpThisIter,TimestepsSoFar,EpLenMean
0.0,4430,0.7846518456935883,0.009505219,0.004991501,-0.01887211,3340.4668831825256,0.5530339,-4.92,7,2523136,567.56
0.0,4438,0.8220434337854385,0.010591951,0.005266201,-0.020203996,3342.7144672870636,0.5561294,-4.91,8,2527232,571.23
0.0,4446,0.8536231815814972,0.008701672,0.0064316792,-0.022426374,3344.908387184143,0.5401511,-4.9,8,2531328,565.98
0.0,4453,0.8714845180511475,0.0075696073,0.005046778,-0.020795515,3347.0430982112885,0.5546065,-4.92,7,2535424,565.82
0.0,4460,0.8245958238840103,0.007661849,0.0057166466,-0.020304075,3349.142487049103,0.58229196,-4.91,7,2539520,568.08
0.0,4467,0.8513796180486679,0.010512855,0.0068590986,-0.02153211,3351.4259810447693,0.6197705,-4.91,7,2543616,568.97
0.0,4474,0.8570345789194107,0.008325948,0.006111118,-0.019998645,3353.715137243271,0.5640549,-4.92,7,2547712,569.31
0.0,4482,0.8629531562328339,0.007731417,0.0071334317,-0.020628054,3355.863604068756,0.56864977,-4.93,8,2551808,562.06
0.0,4490,0.8430765867233276,0.007954762,0.0055518374,-0.020095507,3357.963675260544,0.56977916,-4.94,8,2555904,563.53
0.0,4497,0.8656293302774429,0.007476525,0.0046175197,-0.018545568,3360.5315482616425,0.52703255,-4.92,7,2560000,552.89
0.0,4504,0.8104925453662872,0.009922557,0.005965536,-0.02052324,3362.9739792346954,0.5723874,-4.91,7,2564096,551.19
0.0,4512,0.8326830267906189,0.0078726085,0.0058065075,-0.022410303,3365.2767250537872,0.5206218,-4.91,8,2568192,551.31
0.0,4520,0.8525650948286057,0.00821967,0.006721201,-0.019033305,3367.687798023224,0.5641785,-4.91,8,2572288,547.7
0.0,4527,0.8219777494668961,0.008806818,0.0056523047,-0.015692838,3370.053317308426,0.56474555,-4.91,7,2576384,547.92
0.0,4534,0.8202605247497559,0.008850892,0.0062761693,-0.022318175,3372.580278158188,0.58098775,-4.9,7,2580480,551.25
0.0,4541,0.8535866439342499,0.008568577,0.0069131786,-0.020496989,3374.82936501503,0.5968384,-4.91,7,2584576,553.21
0.0,4548,0.8582807183265686,0.007368747,0.006554203,-0.021473516,3377.3036811351776,0.5558521,-4.9,7,2588672,563.37
0.0,4555,0.8449513763189316,0.008372141,0.0050240573,-0.021127267,3379.8429551124573,0.5689298,-4.91,7,2592768,560.03
0.0,4562,0.8599409759044647,0.008533902,0.0074269543,-0.022087008,3382.3810651302338,0.64764345,-4.91,7,2596864,561.84
0.0,4568,0.8740037679672241,0.007822241,0.006864325,-0.021088755,3384.433928966522,0.59162736,-4.9,6,2600960,564.43
0.0,4575,0.8585644662380219,0.009065365,0.0057212044,-0.020449743,3386.5579850673676,0.58706236,-4.87,7,2605056,568.73
0.0,4583,0.8758787587285042,0.009320553,0.0057037375,-0.020668147,3388.56729722023,0.5840519,-4.86,8,2609152,569.18
0.0,4590,0.8163493275642395,0.011453867,0.006686245,-0.021472927,3390.6579332351685,0.5722928,-4.84,7,2613248,571.81
0.0,4597,0.8487507551908493,0.009914002,0.006408484,-0.019331977,3392.7263832092285,0.570908,-4.82,7,2617344,575.21
0.0,4604,0.8129930794239044,0.010569509,0.007624447,-0.024975538,3395.127263069153,0.5556629,-4.82,7,2621440,574.23
0.0,4612,0.843156024813652,0.007873816,0.0054168063,-0.0195009,3397.2728481292725,0.5668963,-4.82,8,2625536,575.91
0.0,4619,0.8332773894071579,0.009513371,0.006690932,-0.020135928,3399.39804315567,0.638158,-4.81,7,2629632,579.21
0.0,4625,0.8072089552879333,0.009796279,0.006682983,-0.024016686,3401.7151172161102,0.65110904,-4.8,6,2633728,584.33
