loss_ent,loss_kl,TimestepsSoFar,EpRewMean,loss_pol_surr,EpLenMean,EpThisIter,EpisodesSoFar,TimeElapsed,loss_pol_entpen,ev_tdlam_before,loss_vf_loss
1.600627,0.0076868557,208896,-1.62,-0.021676566,681.97,7,316,123.4916889667511,0.0,0.7730686664581299,0.0365824
1.5733185,0.008824784,212992,-1.77,-0.021876005,677.13,6,322,125.99939393997192,0.0,0.7969046980142593,0.03820048
1.5609711,0.006764251,217088,-1.83,-0.020895474,672.35,7,329,128.60452008247375,0.0,0.820069894194603,0.03821597
1.5727819,0.0066545988,221184,-1.77,-0.020329151,669.63,6,335,131.06424188613892,0.0,0.779520183801651,0.042558104
1.5667331,0.007984592,225280,-1.85,-0.025204895,656.48,8,343,133.5396807193756,0.0,0.8304096460342407,0.028840823
1.5169393,0.008393034,229376,-1.87,-0.020501014,655.02,6,349,136.1382429599762,0.0,0.8436550348997116,0.028583722
1.5448705,0.006945365,233472,-1.88,-0.01892496,653.17,6,355,138.52139592170715,0.0,0.8292952179908752,0.032623045
1.5336187,0.008889377,237568,-2.17,-0.020642582,650.02,6,361,141.03820991516113,0.0,0.7956674098968506,0.029422844
1.5612888,0.007681721,241664,-2.19,-0.021607008,652.87,6,367,143.439514875412,0.0,0.8411445468664169,0.026623705
1.5114769,0.009004672,245760,-2.14,-0.022999981,652.66,6,373,145.92698502540588,0.0,0.8521190732717514,0.031048233
