EpLenMean,ev_tdlam_before,loss_ent,EpThisIter,EpisodesSoFar,EpRewMean,loss_pol_entpen,TimestepsSoFar,loss_kl,TimeElapsed,loss_pol_surr,loss_vf_loss
647.3,0.9282628446817398,1.009683,6,1308,-0.41,0.0,839680,0.0074670147,2281.064003944397,-0.019949721,0.018484533
643.15,0.9384948387742043,1.0115017,6,1314,-0.39,0.0,843776,0.0070473524,2285.5433650016785,-0.02030406,0.023260856
647.72,0.9343897476792336,1.0023931,7,1321,-0.54,0.0,847872,0.0056051314,2289.7331309318542,-0.018392667,0.018452872
646.21,0.941576287150383,1.0040072,6,1327,-0.49,0.0,851968,0.0056585134,2293.625524997711,-0.019556277,0.020127611
649.31,0.9346497282385826,0.96118575,7,1334,-0.37,0.0,856064,0.0067978646,2297.3779711723328,-0.018780556,0.022494806
654.56,0.9398373886942863,0.9684978,6,1340,-0.21,0.0,860160,0.006873533,2301.0033690929413,-0.020774838,0.020537842
655.38,0.9224062412977219,0.94648355,6,1346,-0.19,0.0,864256,0.0058776974,2304.8682601451874,-0.02160909,0.024326015
657.36,0.934596598148346,0.98415405,6,1352,-0.2,0.0,868352,0.005894444,2308.523458003998,-0.01919223,0.01636726
654.85,0.9282196685671806,0.9321158,7,1359,-0.17,0.0,872448,0.0069734105,2312.176573038101,-0.021863475,0.018803379
655.48,0.9266793057322502,0.93353647,6,1365,0.0,0.0,876544,0.0056375163,2316.1755208969116,-0.021211412,0.019041307
652.76,0.9414419457316399,0.9343182,7,1372,0.0,0.0,880640,0.0054824185,2320.1741540431976,-0.018768461,0.017430237
